SECID;SHORTNAME;NAME;TYPENAME;ISIN;REGNUMBER;LISTLEVEL;FACEUNIT;PRIMARY_BOARDID;PRIMARY_BOARD_TITLE;EMITENTNAME;INN;LOTSIZE
RU000A0JTM44;Башнефть08;"ПАО ""АНК ""Башнефть"" об. 08";Корпоративные облигации;RU000A0JTM44;4-08-00013-A;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Акционерная нефтяная Компания ""Башнефть""";274051582;1
RU000A0JTM51;Башнефть09;"ПАО ""АНК ""Башнефть"" об. 09";Корпоративные облигации;RU000A0JTM51;4-09-00013-A;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Акционерная нефтяная Компания ""Башнефть""";274051582;1
RU000A0JTMG7;РусГидро07;РусГидро (ПАО) 07;Корпоративные облигации;RU000A0JTMG7;4-07-55038-E;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Федеральная гидрогенерирующая компания - РусГидро""";2460066195;1
RU000A0JTMK9;РусГидро08;РусГидро (ПАО) 08;Корпоративные облигации;RU000A0JTMK9;4-08-55038-E;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Федеральная гидрогенерирующая компания - РусГидро""";2460066195;1
RU000A0JTS06;Роснефть07;ПАО НК Роснефть обл.07;Корпоративные облигации;RU000A0JTS06;4-07-00122-A;1;RUB;TQCB;Т+: Облигации - безадрес.;"публичное акционерное общество ""Нефтяная компания ""Роснефть""";7706107510;1
RU000A0JTS22;Роснефть08;ПАО НК Роснефть обл.08;Корпоративные облигации;RU000A0JTS22;4-08-00122-A;1;RUB;TQCB;Т+: Облигации - безадрес.;"публичное акционерное общество ""Нефтяная компания ""Роснефть""";7706107510;1
RU000A0JTTA5;МТС БО-01;Мобильные ТелеСистемы ПАО БО-1;Биржевые облигации;RU000A0JTTA5;4B02-01-04715-A;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Мобильные ТелеСистемы""";7740000076;1
RU000A0JTU85;РЖД-28 обл;"""Российские ЖД"" ОАО 28 обл.";Корпоративные облигации;RU000A0JTU85;4-28-65045-D;2;RUB;TQCB;Т+: Облигации - безадрес.;"открытое акционерное общество ""Российские железные дороги""";7708503727;1
RU000A0JTV50;ОбКонФ БО1;Об.Кондитеры-Фин.ООО БО-01;Биржевые облигации;RU000A0JTV50;4B02-01-36190-R;3;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Объединенные кондитеры - Финанс""";7705717209;1
RU000A0JTVJ2;РСХБ 20;"""Россельхозбанк"" (АО) обл.20";Корпоративные облигации;RU000A0JTVJ2;42003349B;2;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1
RU000A0JTW83;ДОМ.РФ25об;ДОМ.РФ (АО) обл. сер.А25;Корпоративные облигации;RU000A0JTW83;4-25-00739-A;1;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""ДОМ.РФ""";7729355614;1
RU000A0JTWT9;ВерЦемЗав1;Верхбак цемент завод ОАО 1об.;Корпоративные облигации;RU000A0JTWT9;4-01-31296-E;3;RUB;TQCB;Т+: Облигации - безадрес.;"Открытое акционерное общество ""Верхнебаканский цементный завод""";2315076504;1
RU000A0JTXP5;ВТБ 4ИПА;"ВТБ об. 4-ИП класса ""А""";Корпоративные облигации;RU000A0JTXP5;41201623B;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A0JTXQ3;ВТБ 4ИПБ;"ВТБ об. 4-ИП класса ""Б""";Корпоративные облигации;RU000A0JTXQ3;41301623B;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A0JTY57;РЖД БО-18;"""Российские ЖД"" ОАО БО-18";Биржевые облигации;RU000A0JTY57;4B02-18-65045-D;3;RUB;TQCB;Т+: Облигации - безадрес.;"открытое акционерное общество ""Российские железные дороги""";7708503727;1
RU000A0JTYJ6;ФСК ЕЭС-23;"""ФСК ЕЭС""(ПАО)-обл. сер.23";Корпоративные облигации;RU000A0JTYJ6;4-23-65018-D;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Федеральная сетевая компания Единой энергетической системы""";4716016979;1
RU000A0JTYK4;ФСК ЕЭС-28;"""ФСК ЕЭС""(ПАО)-обл. сер.28";Корпоративные облигации;RU000A0JTYK4;4-28-65018-D;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Федеральная сетевая компания Единой энергетической системы""";4716016979;1
RU000A0JTYL2;Роснефть06;ПАО НК Роснефть обл.06;Корпоративные облигации;RU000A0JTYL2;4-06-00122-A;1;RUB;TQCB;Т+: Облигации - безадрес.;"публичное акционерное общество ""Нефтяная компания ""Роснефть""";7706107510;1
RU000A0JTYM0;Роснефть09;ПАО НК Роснефть обл.09;Корпоративные облигации;RU000A0JTYM0;4-09-00122-A;1;RUB;TQCB;Т+: Облигации - безадрес.;"публичное акционерное общество ""Нефтяная компания ""Роснефть""";7706107510;1
RU000A0JTYN8;Роснефть10;ПАО НК Роснефть обл.10;Корпоративные облигации;RU000A0JTYN8;4-10-00122-A;1;RUB;TQCB;Т+: Облигации - безадрес.;"публичное акционерное общество ""Нефтяная компания ""Роснефть""";7706107510;1
RU000A0JTYQ1;ТКБ БО-2;"""ТКБ"" ПАО БО-2";Биржевые облигации;RU000A0JTYQ1;4B020202210B;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""ТРАНСКАПИТАЛБАНК""";7709129705;1
RU000A0JTZF1;ДОМ.РФ26об;ДОМ.РФ (АО) обл. сер.А26;Корпоративные облигации;RU000A0JTZF1;4-26-00739-A;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""ДОМ.РФ""";7729355614;1
RU000A0JTZM7;РЖД БО-09;"""Российские ЖД"" ОАО БО-09";Биржевые облигации;RU000A0JTZM7;4B02-09-65045-D;3;RUB;TQCB;Т+: Облигации - безадрес.;"открытое акционерное общество ""Российские железные дороги""";7708503727;1
RU000A0JU0B2;ДержаваБ01;"АКБ ""Держава"" БО-01";Биржевые облигации;RU000A0JU0B2;4B020102738B;3;RUB;TQCB;Т+: Облигации - безадрес.;"""Акционерный коммерческий банк ""Держава"" публичное акционерное общество""";7729003482;1
RU000A0JU0N7;ОткрФКББ02;ПАО ОТКРЫТИЕ ФК Банк БО-02;Биржевые облигации;RU000A0JU0N7;4B020202562B;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество Банк ""Финансовая Корпорация Открытие""";7706092528;1
RU000A0JU0U2;НацСтдБО-2;Национальный стандарт Банк Б-2;Биржевые облигации;RU000A0JU0U2;4B020203421B;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество Банк ""Национальный стандарт""";7750056688;1
RU000A0JU1Q8;РСХБ 21;"""Россельхозбанк"" (АО) обл.21";Корпоративные облигации;RU000A0JU1Q8;42103349B;1;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1
RU000A0JU2K9;ФСК ЕЭС-26;"""ФСК ЕЭС""(ПАО)-обл. сер.26";Корпоративные облигации;RU000A0JU2K9;4-26-65018-D;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Федеральная сетевая компания Единой энергетической системы""";4716016979;1
RU000A0JU2L7;ФСК ЕЭС-27;"""ФСК ЕЭС""(ПАО)-обл. сер.27";Корпоративные облигации;RU000A0JU2L7;4-27-65018-D;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Федеральная сетевая компания Единой энергетической системы""";4716016979;1
RU000A0JU3B6;НижгорОбл9;Нижегородская обл. 34009;Региональные облигации;RU000A0JU3B6;RU34009NJG0;1;RUB;TQCB;Т+: Облигации - безадрес.;Министерство финансов Нижегородской области;5200000021;1
RU000A0JU3J9;АИЖК-13 А2;ИА АИЖК 2013-1 об.кл.А2;Корпоративные облигации;RU000A0JU3J9;4-02-79982-H;3;RUB;TQCB;Т+: Облигации - безадрес.;"Закрытое акционерное общество ""Ипотечный агент АИЖК 2013-1""";7743870582;1
RU000A0JU542;РЖД БО-12;"""Российские ЖД"" ОАО БО-12";Биржевые облигации;RU000A0JU542;4B02-12-65045-D;3;RUB;TQCB;Т+: Облигации - безадрес.;"открытое акционерное общество ""Российские железные дороги""";7708503727;1
RU000A0JU5W7;МГор69-об;Гор.Обл.Займ Москвы 69 в.;Региональные облигации;RU000A0JU5W7;RU26069MOS0;3;RUB;TQCB;Т+: Облигации - безадрес.;Правительство Москвы в лице Департамента финансов города Москвы;7710152113;1
RU000A0JU674;Башкорт8об;Республика Башкортостан 34008;Региональные облигации;RU000A0JU674;RU34008BAS0;1;RUB;TQCB;Т+: Облигации - безадрес.;Правительство Республики Башкортостан;274033209;1
RU000A0JU6A1;РСХБ 22;"""Россельхозбанк"" (АО) обл.22";Корпоративные облигации;RU000A0JU6A1;42203349B;2;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1
